"key","scientificName","recordedBy","recordNumber","year","eventDate","stateProvince","locality","verbatimLocality","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","elevation","verbatimElevation","habitat","occurrenceRemarks","fieldNotes","dynamicProperties","reproductiveCondition","associatedTaxa","identifiedBy","dateIdentified","typeStatus","preparations","institutionCode","collectionCode"
"5956555168","Metrosideros polymorpha Gaudich.","Perlman, S.; Oppenhiemer, H.; Bustamente, K.","23389",2013,"2013-04-11","Hawaii","Maui Hana District",NA,NA,NA,NA,872,"872 m","Kawaipapa stream, along stream on wet cliff walls, above Nahikuhana area Metrosideros - Cheirodendron trigynum wet forest with Sadleria spp., Pipturus albidus, Clemontia kakeana, Polyscias oah","Acc no: 2015 003; Shrubs 3 m high with red flowers",NA,NA,NA,NA,NA,NA,"NotAType",NA,"BISH",NA
"2464645616","Metrosideros collina (Forst.) A.Gray","J. Johansen","O1002",2013,"2013-06-10","Hawaii","Lyon Arboretum; Origin: Marquesas Islands",NA,NA,NA,NA,NA,NA,"Cultivated in botanical garden","glabrous",NA,NA,"fr",NA,"Garden staff",NA,NA,NA,"KSP",NA
"2464646186","Metrosideros collina (Forst.) A.Gray","J. Johansen","O1002",2013,"2013-06-10","Hawaii","Lyon Arboretum; Origin: Marquesas Islands",NA,NA,NA,NA,NA,NA,"Botanical garden","glabrous",NA,NA,NA,NA,"Garden staff",NA,NA,"N","KSP",NA
"5956261340","Metrosideros polymorpha var. polymorpha","Wood, K.R.; Bustamente, K.","15609",2013,"2013-08-19","Hawaii","Hana District. Hana Forest Reserve, headwaters of Kawaipapa",NA,NA,NA,NA,1448,"1448 m","Machaerina-Rhynochospora-Racomitrium montane bog W/ Dicanopteris linaris, Lycopodiella ceruna, Cheirodendron trigynum, Trematolobelia macrostachys, Vaccinium dentatum, Peperomia kipahuluensis, Metrosideros polymorpha polymorpha, Viola maviensis, l","common; shrub, 50 cm tall, leaves dark green, stamens red",NA,NA,NA,NA,NA,NA,"NotAType",NA,"BISH",NA
"2464645308","Metrosideros tremuloides (A.Heller) Knuth","J. Johansen; E. Stacy",NA,2013,"2013","Hawaii",NA,NA,NA,NA,NA,NA,NA,NA,"glabrous",NA,NA,NA,NA,"J. Johansen, E. Stacy",NA,NA,"N","KSP",NA
"2464645392","Metrosideros rugosa A.Gray","J. Johansen; E. Stacy",NA,2013,"2013","Hawaii",NA,NA,NA,NA,NA,NA,NA,NA,"pubescent",NA,NA,NA,NA,"J. Johansen, E. Stacy",NA,NA,"N","KSP",NA
"2464645670","Metrosideros rugosa A.Gray","J. Johansen; E. Stacy",NA,2013,"2013","Hawaii",NA,NA,NA,NA,NA,NA,NA,NA,"pubescent",NA,NA,"bud",NA,"J. Johansen, E. Stacy",NA,NA,NA,"KSP",NA
"2464645819","Metrosideros tremuloides (A.Heller) Knuth","J. Johansen; E. Stacy",NA,2013,"2013","Hawaii",NA,NA,NA,NA,NA,NA,NA,NA,"glabrous",NA,NA,NA,NA,"J. Johansen, E. Stacy",NA,NA,"N","KSP",NA
"2464646360","Metrosideros tremuloides (A.Heller) Knuth","J. Johansen; E. Stacy",NA,2013,"2013","Hawaii",NA,NA,NA,NA,NA,NA,NA,NA,"glabrous",NA,NA,"fl",NA,"J. Johansen, E. Stacy",NA,NA,NA,"KSP",NA
"2464646609","Metrosideros tremuloides (A.Heller) Knuth","J. Johansen; E. Stacy",NA,2013,"2013","Hawaii",NA,NA,NA,NA,NA,NA,NA,NA,"glabrous",NA,NA,"fr",NA,"J. Johansen, E. Stacy",NA,NA,NA,"KSP",NA
"3125071457","Metrosideros excelsa Sol. ex Gaertn.","Nancy Nenow; Shannon Smith","2080",2012,"2012-01-05","California","Carlsbad; between Carlsbad Blvd and railroad tracks; on the east side of Ponto Drive in a large vacant lot just north of Avenida Encinas.",NA,33.09459,-117.3141,NA,14,NA,NA,"Bush 3 feet tall with clusters of seedpods. Stems feel soft, almost fuzzy and leaves are oval. JR Note: Ex Hort",NA,NA,"FR",NA,"Jon P. Rebman",NA,NA,NA,"SD",NA
"1320745748","Metrosideros waialealae var. waialealae","N. Tangalin, C. Alevisos & T. Talring","2985",2012,"2012-02-15","Hawaii","Kawaihau District, Wailua, Blue Hole, N. fork of the Wailua River, ridge with heiau.",NA,22.0625,-159.493,NA,800,NA,NA,NA,NA,NA,NA,NA,"Wagner, W. L., (BOT), Smithsonian Institution - National Museum of Natural History (UNITED STATES)",NA,NA,NA,"US","US"
"1090171647","Metrosideros polymorpha Gaudich.","Shores, N. Griffin-Noyes, E.","Collector Number: 058",2012,"2012-04-27","Hawaii","Limahuli Garden, First Rest Stop","Limahuli Garden, First Rest Stop",22.2175,-159.577,NA,NA,"57 m",NA,"Small tree 3m tall; leaves dark green above and woolly and grey beneath; flowers yellow",NA,NA,NA,NA,NA,NA,NA,NA,"BPBM","BISH"
"1317223623","Metrosideros polymorpha Gaudich.","N. Tangalin, J. Lau & K. Muscat","3117",2012,"2012-04-19","Hawaii","Ewa District, Southern Waianae mountains, just off Palikea trail, above Makakilo City, through locked gates and on border of Nanakuli forest Reserve.",NA,21.4081,-158.099,NA,850,NA,"Mesic forest",NA,NA,NA,NA,NA,"Wagner, W. L., (BOT), Smithsonian Institution - National Museum of Natural History (UNITED STATES)",NA,NA,NA,"US","US"
"1320720461","Metrosideros polymorpha Gaudich.","N. Shores & M. Wise","058",2012,"2012-04-27","Hawaii","Hanalei District, Limahuli Garden, first rest stop.",NA,22.2175,-159.577,NA,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","US"
"1321556035","Metrosideros polymorpha var. polymorpha","N. Tangalin, J. Lau & K. Muscat","3118",2012,"2012-04-19","Hawaii","Ewa District, Southern Waianae mountains, just off Palikea trail, above Makakilo City, through locked gates and on border of Nanakuli forest Reserve.",NA,21.4081,-158.099,NA,850,NA,"Mesic forest",NA,NA,NA,NA,NA,"Wagner, W. L., (BOT), Smithsonian Institution - National Museum of Natural History (UNITED STATES)",NA,NA,NA,"US","US"
"5956616355","Metrosideros polymorpha Gaudich.","Shores, N.; Griffin-Noyes, E.","58",2012,"2012-04-27","Hawaii","Limahuli Garden, First Rest Stop",NA,NA,NA,NA,57,"57 m",NA,"Cultivated; Small tree 3m tall; leaves dark green above and woolly and grey beneath; flowers yellow",NA,NA,NA,NA,NA,NA,"NotAType",NA,"BISH",NA
"1318396541","Metrosideros polymorpha Gaudich.","N. Tangalin & K. Muscat","3163",2012,"2012-05-01","Hawaii","Waimea District, Kokee, along ridge out from Power Station at hairpin turn off of Hwy 550, Waimea Canyon Drive.",NA,22.049,-159.657,NA,880,NA,"Mesic forest",NA,NA,NA,NA,NA,"Adams, J. W.",NA,NA,NA,"US","US"
"2464644365","Metrosideros polymorpha Gaudich.","J. Johansen; E. Stacy","O347",2012,"2012-05-05","Hawaii","Mt. Ka`ala",NA,21.502557,-158.149013,NA,NA,"1199.00","Waianae","""Race S""; glabrous",NA,NA,NA,NA,"J. Johansen, E. Stacy","2012-05-05T00:00:00",NA,"Y","KSP",NA
"2464645384","Metrosideros polymorpha Gaudich.","J. Johansen; E. Stacy","O350",2012,"2012-05-06","Hawaii","Mt. Ka`ala",NA,21.502524,-158.149332,10,NA,"1193.00","Waianae","glabrous",NA,NA,"bud",NA,"J. Johansen, E. Stacy",NA,NA,NA,"KSP",NA
"2464645708","Metrosideros polymorpha Gaudich.","J. Johansen; E. Stacy","O350",2012,"2012-05-06","Hawaii","Mt. Ka`ala",NA,21.502524,-158.149332,NA,NA,"1193.00","Waianae","""Race S""; glabrous",NA,NA,NA,NA,"J. Johansen, E. Stacy",NA,NA,"Y","KSP",NA
"2464645793","Metrosideros polymorpha Gaudich.","J. Johansen; E. Stacy","O347",2012,"2012-05-05","Hawaii","Mt. Ka`ala",NA,21.502557,-158.149013,10,NA,"1199.00","Waianae","glabrous",NA,NA,"bud",NA,"J. Johansen, E. Stacy","2012-05-05T00:00:00",NA,NA,"KSP",NA
"5956433248","Metrosideros polymorpha Gaudich.","Oppenheimer, H.L.; Bustamente, K.; Perlman, S.","H61209",2012,"2012-06-20","Hawaii","East Maui, Hana District, Kaeleku, east of Hana Airport",NA,NA,NA,NA,12,"40 ft","Vegetation: Pandanus-Metrosideros Lowland Wet Forest, with Casuarina, Ardisia, Mucuna, Phymatosorus.","Northing: 2302723; Easting: 811513; Trees to 8m+ tall, flowers all red in this population",NA,NA,NA,NA,"Kennedy, B.; Walvoord, N.","2018-01-01T00:00:00","NotAType",NA,"BISH",NA
"3751296747","Metrosideros tremuloides (A.Heller) Knuth","Solomon Champion; Ben Field","SJC148",2012,"2012-07-08","Hawaii","Manoa Cliffs Trail",NA,21.33674,-157.81052,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dr. Sterling Keeley",NA,NA,NA,"HAW",NA
"5956662735","Metrosideros polymorpha Gaudich.","Tangalin, N.; Kishida, W.","3229",2012,"2012-07-20","Hawaii","Waimea District. Alakai Plateau, USGS Bog or Sincock 4 Bog.",NA,NA,NA,NA,1392,"1392 m","Metrosideros - Oreoblus - Dicranopteris Bog w/ Carex, Vaccinium calycinum, Cibotium, Viola kauaensis var. kauaensis, Coprosam, elliptica, Cheirodendron, Dicranopteris, Drosera anglica, Lycopodium, Carex, Dichanthelium isachnoides, D. hillebrandian","Lat/Long: 22.077499, -159.538284; Low growing 3 ft. tall. Bright light red flowers. Leaves and calyx with thick white pubescence. Caterpillar, common, glues two leaves together and forms a pocket. Emerges as a small 1 cm long orange and black moth.",NA,NA,NA,NA,NA,NA,"NotAType",NA,"BISH",NA
"1090269746","Metrosideros polymorpha var. dieteri J.W.Dawson & Stemmerm.","Wood, K.R. Query, M.","Collector Number: 15255.00",2012,"2012-09-21","Hawaii","Iole Ridge","Kauai; Lihue District",NA,NA,NA,NA,"722 m","Metrosideros-Dicranopteris lowland wet shrubland with small pockets of mixed wet forest below ridgeline with Broussaisia arguta, Melicope feddei, Psychotria mariniana & P. wawrae, Kadua affinis, Antidesma platyphylla, Alyxia stellata, Syzygium sandwicensis, Dubautia laxa","tree, 5 m tall, with fruit, common with M. p. glaberrima",NA,NA,NA,NA,NA,NA,NA,NA,"BPBM","BISH"
"1321874059","Metrosideros polymorpha var. dieteri J.W.Dawson & Stemmerm.","K. R. Wood & M. Query","15255",2012,"2012-09-21","Hawaii","Lihue District, Iole Ridge.",NA,22.02,-159.49,NA,722,NA,"Lowland wet shrubland.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","US"
"5956314026","Metrosideros polymorpha var. dieteri J.W.Dawson & Stemmerm.","Wood, K.R.; Query, M.","15255",2012,"2012-09-21","Hawaii","Iole Ridge",NA,NA,NA,NA,722,"722 m","Metrosideros-Dicranopteris lowland wet shrubland with small pockets of mixed wet forest below ridgeline with Broussaisia arguta, Melicope feddei, Psychotria mariniana & P. wawrae, Kadua affinis, Antidesma platyphylla, Alyxia stellata, Syzygium sandwicensis, Dubautia laxa","Lat/Long: 22.020000, -159.490005| DNA; tree, 5 m tall, with fruit, common with M. p. glaberrima",NA,NA,NA,NA,NA,NA,"NotAType",NA,"BISH",NA
"4042936261","Metrosideros macropus Hook. & Arn.","刘华杰",NA,2012,"2012",NA,"夏威夷Oahu岛Konahuanui山道",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PE",NA
"1090168620","Metrosideros polymorpha var. polymorpha","Snow, N. Stacey, E.; Alicia Rhoades","Collector Number: 10,043",2011,"2011-02-19","Hawaii","Northern Slopes of Mauna Loa, east of Mauna Loa Observation Road on the lava flow","Northern Slopes of Mauna Loa, east of Mauna Loa Observation Road on the lava flow",19.6056,-155.465,NA,NA,"ca. 2558 5 m (ca. 7500 ft).","On ropy pahoehoe, on a somwehat oxidized lava flow.","Tree ca. 2 meters tall.  Ovary apex densely hairy, trichomes bright white. Abaxial surface of leaves densely and relatively long-lanate. Leaves somewhat up-turned towards margin.",NA,NA,NA,NA,"Snow, N.","2011-02-19T00:00:00",NA,NA,"BPBM","BISH"
"1090273389","Metrosideros polymorpha var. macrophylla (Rock) H.St.John","Snow, N. Stacey, E.; Alicia Rhoades","Collector Number: 10,041",2011,"2011-02-19","Hawaii","Hilo Watershed Reserve, north of Saddle Road between old mile markers 11 and 12, between Wailuku River between Saddle Road on 1855 lava flow. Unmarked and un-named trail leading down to river","Hilo Watershed Reserve, north of Saddle Road between old mile markers 11 and 12, between Wailuku River between Saddle Road on 1855 lava flow. Unmarked and un-named trail leading down to river",19.7069,-155.234,NA,NA,"ca. 885 m (2905 ft)",NA,"Specimen sterile; taken primarily for bark sample.",NA,NA,NA,NA,"Snow, N.","2011-02-19T00:00:00",NA,NA,"BPBM","BISH"
"1090294842","Metrosideros polymorpha var. macrophylla (Rock) H.St.John","Snow, N. Stacey, E.; Alicia Rhoades","Collector Number: 10,041",2011,"2011-02-19","Hawaii","Hilo Watershed Reserve, north of Saddle Road between old mile markers 11 and 12 along Wailuku River. Unmarked and un-named trail leading down to river","Hilo Watershed Reserve, north of Saddle Road between old mile markers 11 and 12 along Wailuku River. Unmarked and un-named trail leading down to river",19.7084,-155.234,NA,NA,NA,NA,"Specimen sterile; taken primarily for bark sample.",NA,NA,NA,NA,"Snow, N.","2011-02-19T00:00:00",NA,NA,"BPBM","BISH"
"1090368737","Metrosideros polymorpha var. newellii (Rock) H.St.John","Snow, N. Stacey, E.; Alicia Rhoades","Collector Number: 10,042",2011,"2011-02-19","Hawaii","Hilo Watershed Reserve, north of Saddle Road between old mile markers 11 and 12, along S banks of Wailuku River nrth of Saddle Road on 1855 lava flow, along unmarked and un-named trail","Hilo Watershed Reserve, north of Saddle Road between old mile markers 11 and 12, along south banks of Wailuku River nrth of Saddle Road on 1855 lava flow, along unmarked and un-named trail",19.7083,-155.234,NA,NA,"880 m (ca. 2885 ft)","Rocky edge of Wailuku River.","Tree 3 m tall.  The inflorescece is frequently indeterminate.",NA,NA,NA,NA,"Snow, N.","2011-02-19T00:00:00",NA,NA,"BPBM","BISH"
"1090375556","Metrosideros polymorpha Gaudich.","Snow, N. Stacey, E.; Alicia Rhoades","Collector Number: 10,046",2011,"2011-02-19","Hawaii","Hilo: Mohouli Street, ca. 175 meters west of its intersection with Komohana Street, north side of street","Hilo: Mohouli Street, ca. 175 meters west of its intersection with Komohana Street, north side of street.",21.3076,-157.65,NA,NA,"92 m","Edge of forest remnant.","Tree ca. 5 meters tall.",NA,NA,NA,NA,"Snow, N.","2011-02-19T00:00:00",NA,NA,"BPBM","BISH"
"1317279296","Metrosideros polymorpha var. newellii (Rock) H.St.John","N. Snow, E. Stacey & A. Rhoades","10,042",2011,"2011-02-19","Hawaii","Hilo Watershed Reserve, N of Saddle Road between old mile markers 11 and 12, along south banks of Wailuku River.",NA,19.7083,-155.234,NA,880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","US"
"2464646171","Metrosideros polymorpha Gaudich.","J. Johansen; E. Stacy","O176",2011,"2011-02-05","Hawaii","Mt. Ka`ala",NA,21.506875,-158.144309,NA,NA,"1231.00","Waianae","""Race F""; pubescent",NA,NA,NA,NA,"J. Johansen, E. Stacy",NA,NA,"Y","KSP",NA
"2464646290","Metrosideros polymorpha Gaudich.","J. Johansen; E. Stacy","O176",2011,"2011-02-05","Hawaii","Mt. Ka`ala",NA,21.506875,-158.144309,10,NA,"1231.00","Waianae","pubescent",NA,NA,"fl",NA,"J. Johansen, E. Stacy",NA,NA,NA,"KSP",NA
"5956187131","Metrosideros polymorpha var. polymorpha","Snow, N.; Stacey, E.; Alicia Rhoades","10043",2011,"2011-02-19","Hawaii","Northern Slopes of Mauna Loa, east of Mauna Loa Observation Road on the lava flow",NA,NA,NA,NA,2286,"7500 ft","On ropy pahoehoe, on a somwehat oxidized lava flow.","A. Rhoades indicates that this is the highest altitude site for M. p. var. polymorpha.; Tree ca. 2 meters tall. Ovary apex densely hairy, trichomes bright white. Abaxial surface of leaves densely and relatively long-lanate. Leaves somewhat up-turned towards margin.",NA,NA,NA,NA,"Snow, N.",NA,"NotAType",NA,"BISH",NA
"5956214661","Metrosideros polymorpha Gaudich.","Snow, N.; Stacey, E.; Alicia Rhoades","10046",2011,"2011-02-19","Hawaii","Hilo: Mohouli Street, ca. 175 meters west of its intersection with Komohana Street, north side of street",NA,NA,NA,NA,92,"92 m","Edge of forest remnant.","Coordinate incorrect 21 18 27.42 N; 157 39 1.73 W; Tree ca. 5 meters tall.",NA,NA,NA,NA,"Snow, N.",NA,"NotAType",NA,"BISH",NA
"5956281187","Metrosideros polymorpha var. macrophylla (Rock) H.St.John","Snow, N.; Stacey, E.; Alicia Rhoades","10041",2011,"2011-02-19","Hawaii","Hilo Watershed Reserve, north of Saddle Road between old mile markers 11 and 12, between Wailuku River between Saddle Road on 1855 lava flow. Unmarked and un-named trail leading down to river",NA,NA,NA,NA,885,"885 m",NA,"Population of several old and large (25+ meters) trees in the general area, all heavily laden with epiphytes. Bark layered, smooth, light brown, peeling easily in long (up to 1 meter) strips and with the texture of thick paper.| | Mounted on 2 sheets: BISH 748105 and 748106; Specimen sterile; taken primarily for bark sample.",NA,NA,NA,NA,"Snow, N.",NA,"NotAType",NA,"BISH",NA
"5956311715","Metrosideros polymorpha var. macrophylla (Rock) H.St.John","Snow, N.; Stacey, E.; Alicia Rhoades","10041",2011,"2011-02-19","Hawaii","Hilo Watershed Reserve, north of Saddle Road between old mile markers 11 and 12 along Wailuku River. Unmarked and un-named trail leading down to river",NA,NA,NA,NA,NA,NA,NA,"Population of several old and large (25+ meters) trees in the general area, all heavily laden with epiphytes. Bark layered, smooth, light brown, peeling easily in long (up to 1 meter) strips and with the texture of thick paper.| | Mounted on 2 sheets: BISH 748105 and 748106; Specimen sterile; taken primarily for bark sample.",NA,NA,NA,NA,"Snow, N.",NA,"NotAType",NA,"BISH",NA
"5956369631","Metrosideros polymorpha var. newellii (Rock) H.St.John","Snow, N.; Stacey, E.; Alicia Rhoades","10042",2011,"2011-02-19","Hawaii","Hilo Watershed Reserve, north of Saddle Road between old mile markers 11 and 12, along S banks of Wailuku River nrth of Saddle Road on 1855 lava flow, along unmarked and un-named trail",NA,NA,NA,NA,880,"880 m","Rocky edge of Wailuku River.","This site is the highest known occurrence of variety newellii according to A. Rhoades.; Tree 3 m tall. The inflorescece is frequently indeterminate.",NA,NA,NA,NA,"Snow, N.",NA,"NotAType",NA,"BISH",NA
"1090176916","Metrosideros polymorpha Gaudich.","Wood, K.R.","Collector Number: 14599",2011,"2011-04-17","Hawaii","just SE of Kukui peak","Kauai; Waimea District",NA,NA,NA,NA,"823 m","Acacia-Metrosideros lowland dry to mesic forest.  W/ Dodonaea, Hibiscus waimeae, Diospyros, Pleomele aurea, Pouteria sandwicensis, Sida fallax, Dianella, Gahnia beecheyi, Leptocophylla, Eragrostis variabilis, Pteridium","tree, 12 m tall, trunk with gray-brown peeling bark, common",NA,NA,NA,NA,NA,NA,NA,NA,"BPBM","BISH"
"1090314273","Metrosideros polymorpha Gaudich.","Wood, K.R. Query, M.; Clark, M.; Aguraiuja, R.","Collector Number: 14591",2011,"2011-04-09","Hawaii","Awaawapuhi, along trail","Kauai; Hanalei/Waimea District boundary",NA,NA,NA,NA,"1219 m","Metrosideros polymorpha montane mesic forest.  W/Psychotria mariniana, Melicop anisata, M. barbigera, Pouteria sandwicensis, Dodonaea viscosa, Dianella sandwicensis, Tetraplasandra kavaiensis, Claoxylon sandwicensis","tree, 7 m tall, bark gray-brown with peeling -off stipes, in flower, common",NA,NA,NA,NA,NA,NA,NA,NA,"BPBM","BISH"
"1320036829","Metrosideros polymorpha Gaudich.","K. R. Wood","14599",2011,"2011-04-17","Hawaii","Waimea district, just SE of Kukui Peak.",NA,22.04,-159.65,NA,823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","US"
"1320408805","Metrosideros polymorpha Gaudich.","K. R. Wood, M. Query, M. Clark & R. Aguraiuja","14591",2011,"2011-04-09","Hawaii","Hanalei/Waimea District boundary, Awa'awapuhi, along trail.",NA,22.14,-159.67,NA,1219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","US"
"1929132654","Metrosideros polymorpha Gaudich.","K. R. Wood","14599",2011,"2011-04-17","Hawaii","Waimea district, just SE of Kukui peak. Acacia-Metrosideros lowland dry to mesic forest.",NA,22.04,-159.649994,NA,823,"2700 ft",NA,NA,NA,NA,NA,NA,NA,NA,NA,"sheet","NY","NY"
"1930740217","Metrosideros polymorpha Gaudich.","K. R. Wood","14591",2011,"2011-04-09","Hawaii","Awaawapuhi, along trail.",NA,22.14,-159.669997,NA,1219,"3999 ft",NA,NA,NA,NA,NA,NA,NA,NA,NA,"sheet","NY","NY"
"4977554905","Metrosideros polymorpha Gaudich.","Wood, K.R.","14599",2011,"2011-04-17T00:00",NA,"Hawaiian Islands; Kaijai Waimea District; just SE Kukui peak.",NA,NA,NA,NA,823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K","Herbarium"
"5956245339","Metrosideros polymorpha Gaudich.","Wood, K.R.; Query, M.; Clark, M.; Aguraiuja, R.","14591",2011,"2011-04-09","Hawaii","Awaawapuhi, along trail",NA,NA,NA,NA,1219,"1219 m","Metrosideros polymorpha montane mesic forest. W/Psychotria mariniana, Melicop anisata, M. barbigera, Pouteria sandwicensis, Dodonaea viscosa, Dianella sandwicensis, Tetraplasandra kavaiensis, Claoxylon sandwicensis","Lat/Long: 22.139999, -159.669998| DNA; tree, 7 m tall, bark gray-brown with peeling -off stipes, in flower, common",NA,NA,NA,NA,NA,NA,"NotAType",NA,"BISH",NA
"5956599073","Metrosideros polymorpha Gaudich.","Wood, K.R.","14599",2011,"2011-04-17","Hawaii","just SE of Kukui peak",NA,NA,NA,NA,823,"823 m","Acacia-Metrosideros lowland dry to mesic forest. W/ Dodonaea, Hibiscus waimeae, Diospyros, Pleomele aurea, Pouteria sandwicensis, Sida fallax, Dianella, Gahnia beecheyi, Leptocophylla, Eragrostis variabilis, Pteridium","Lat/Long: 22.040001, -159.649994| DNA; tree, 12 m tall, trunk with gray-brown peeling bark, common",NA,NA,NA,NA,NA,NA,"NotAType",NA,"BISH",NA
"1090276807","Metrosideros polymorpha Gaudich.","Wood, K.R. Query, M.; Horn, J.","Collector Number: 14680",2011,"2011-05-13","Hawaii","Kokee, Puu O Kila region, trail to Pihea","Kauai; Waimea District",NA,NA,NA,NA,"1250 m","Metrosideros mixed wet forest.  W/ Chirodendron, Dodonaea viscosa, Perrottetia sandwicensis, Dicranopteris linearis, Scaevola procera, Leptecophylla tameiameiae, Sadleria pallida, S. cyatheoides, S. souleytiana","tree, 7 m tall, common",NA,NA,NA,NA,NA,NA,NA,NA,"BPBM","BISH"
"1090295540","Metrosideros polymorpha Gaudich.","Wood, K.R. Horn, J.; Query, M.","Collector Number: 14665",2011,"2011-05-13","Hawaii","Waimea District","Hawaiian Islands",NA,NA,NA,NA,"1219 m","Kokee, Kahuamaa flats, Metrosideros mixed wet forest. W/ Cheirodendron, Dodonaea viscosa, Perrotttetia sandwicensis, Kadua foggiana","Tree, 7 m tall, perhaps hybrid with M. p. dieteri",NA,NA,NA,NA,"Not on sheet",NA,NA,NA,"BPBM","BISH"
"1090303760","Metrosideros polymorpha var. dieteri J.W.Dawson & Stemmerm.","Wood, K.R. Horn, J.; Query, M.","Collector Number: 14667",2011,"2011-05-13","Hawaii","Kokee, Puu O Kila region, trail to Pihea","Kauai; Waimea District",NA,NA,NA,NA,"1219 m","Metrosideros mixed wet forest.  W/Cheirodendron, Dodonaea viscosa, Perrottetia sandwicensis, Dicranopteris linearis, Scaevola procerta, Leptecophylla tameiameiae, Sadleria pallida, S. cyatheoides, S. souleyetiana","tree, 4 m tall, bark brown-gray, rough fissured",NA,NA,NA,NA,NA,NA,NA,NA,"BPBM","BISH"
"1090306747","Metrosideros polymorpha Gaudich.","Wood, K.R. Query, M.; Horn, J.","Collector Number: 14668",2011,"2011-05-13","Hawaii","Kokee, Puu O Kila region, trail to Pihea","Kauai; Waimea District",NA,NA,NA,NA,"1219 m","Metrosideros mixed wet forest.  W/ Chirodendron, Dodonaea viscosa, Perrottetia sandwicensis, Dicranopteris linearis, Scaevola procera, Leptecophylla tameiameiae, Sadleria pallida, S. cyatheoides, S. souleytiana","tree, 4 m tall, bark dark brown rough textured, common with M.p. dieteri",NA,NA,NA,NA,NA,NA,NA,NA,"BPBM","BISH"
"1090329126","Metrosideros polymorpha Gaudich.","Wood, K.R. Horn, J.; Query, M.","Collector Number: 14673",2011,"2011-05-13","Hawaii","Alakai, first bog ca. 1k west of Kilohana","Kauai; Waimea District",NA,NA,NA,NA,"1204 m","Metrosideros mixed wet forest and adjacent bogs.  W/ Cheirodendron, Dodonaea viscosa, Perrottetia sandwicensis, Dicranopteris linearis, Scaevola procera, Leptecophylla tameiameiae, Sadleria pallida, S. cyatheoides, S. souleyetiana","tree, small bog form, common",NA,NA,NA,NA,NA,NA,NA,NA,"BPBM","BISH"
"1317207815","Metrosideros polymorpha var. dieteri J.W.Dawson & Stemmerm.","K. R. Wood, J. Horn & M. Query","14679",2011,"2011-05-13","Hawaii","Waimea District, Koke'e, Pu'u O Kila region, trail to Pihea.",NA,22.15,-159.62,NA,1250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","US"
"1317512513","Metrosideros polymorpha var. polymorpha","J. Horn","5517",2011,"2011-05-19","Hawaii","West Maui, along a 4WD track running NNW to the summit of Hana'ula. Track is on a ridge between the Ukumehame and Waikapu Valleys. Locality on this track is 2.8 miles NW of jct. with Honoapiilani Hwy (Hwy 30).",NA,20.8394,-156.556,NA,1210,NA,"Sclerophyllous shrubland to 2.0 m in height, SE facing exposure",NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","US"
"1317632957","Metrosideros polymorpha Gaudich.","J. Horn & J. Lau","5538",2011,"2011-05-23","Hawaii","Ko'olau Range, along Aiea Ridge trail.",NA,21.4194,-157.848,NA,748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","US"
"1317721682","Metrosideros polymorpha Gaudich.","J. Horn","5501",2011,"2011-05-18","Hawaii","East Maui, Makawao State Forest, adjacent to gulch on E side of Fong Ridge Road powerline r-o-w, c. 0.65 mi N of its S terminus in agricultural field.",NA,20.8211,-156.269,NA,995,NA,"Forest",NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","US"
"1317823167","Metrosideros polymorpha Gaudich.","J. Horn","5512",2011,"2011-05-19","Hawaii","West Maui, along a 4WD track running NNW to the summit of Hana'ula. Track is on a ridge between the Ukumehame and Waikapu Valleys. Locality on this track is 2.8 miles NW of jct. with Honoapiilani Hwy (Hwy 30).",NA,20.8281,-156.557,NA,1030,NA,"Sclerophyllous shrubland to 2.0 m in height, SE facing exposure",NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","US"
"1317850822","Metrosideros polymorpha Gaudich.","K. R. Wood, J. Horn & M. Query","14668",2011,"2011-05-13","Hawaii","Waimea District, Koke'e, Pu'u O Kila region, trail to Pihea.",NA,22.14,-159.62,NA,669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","US"
"1318077697","Metrosideros polymorpha var. incana (H.Lév.) Skottsb.","J. Horn","5510",2011,"2011-05-19","Hawaii","West Maui, along a 4WD track running NNW to the summit of Hana'ula. Track is on a ridge between the Ukumehame and Waikapu Valleys. Locality on this track is 2.8 miles NW of jct. with Honoapiilani Hwy (Hwy 30).",NA,20.8281,-156.557,NA,1030,NA,"Sclerophyllous shrubland to 2.0 m in height, SE facing exposure",NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","US"
